year	orgnr	organisasjon_navn	medlemmer
"2012"	"971387769"	"Pinsemenigheten Sion Verdal"	"34"
"2013"	"971387769"	"Pinsemenigheten Sion Verdal"	"32"
"2014"	"971387769"	"Pinsemenigheten Sion Verdal"	"35"
"2015"	"971387769"	"Pinsemenigheten Sion Verdal"	"30"
"2016"	"971387769"	"Pinsemenigheten Sion Verdal"	"31"
"2017"	"971387769"	"Pinsemenigheten Sion Verdal"	"31"
"2010"	"971391847"	"Pinsemenigheten Betel"	"51"
"2011"	"971391847"	"Pinsemenigheten Betel"	"50"
"2012"	"971391847"	"Pinsemenigheten Betel"	"50"
"2013"	"971391847"	"Pinsemenigheten Betel"	"46"
"2014"	"971391847"	"Pinsemenigheten Betel"	"43"
"2015"	"971391847"	"Pinsemenigheten Betel"	"43"
"2016"	"971391847"	"Pinsemenigheten Betel"	"42"
"2017"	"971391847"	"Pinsemenigheten Betel"	"40"
"2010"	"971392967"	"Hattfjelldal Pinsemenighet"	"31"
"2011"	"971392967"	"Hattfjelldal Pinsemenighet"	"29"
"2012"	"971392967"	"Hattfjelldal Pinsemenighet"	"28"
"2013"	"971392967"		"—"
"2014"	"971392967"		"—"
"2015"	"971392967"		"—"
"2016"	"971392967"		"—"
"2017"	"971392967"		"—"
"2010"	"971394021"	"Familiekirka Mo i Rana"	"130"
"2011"	"971394021"	"Familiekirka Mo i Rana"	"131"
"2012"	"971394021"	"Familiekirka Mo i Rana"	"129"
"2013"	"971394021"	"Familiekirka Mo i Rana"	"126"
"2014"	"971394021"	"Familiekirka Mo i Rana"	"126"
"2015"	"971394021"	"Familiekirka Mo i Rana"	"125"
"2016"	"971394021"	"Familiekirka Mo i Rana"	"117"
"2017"	"971394021"	"Familiekirka Mo i Rana"	"122"
"2010"	"971394617"	"Pinsemenigheten Sion Neverdal"	"139"
"2011"	"971394617"	"Pinsemenigheten Sion Neverdal"	"141"
"2012"	"971394617"	"Pinsemenigheten Sion Neverdal"	"139"
"2013"	"971394617"	"Pinsemenigheten Sion Neverdal"	"140"
"2014"	"971394617"	"Sion Pinsekirke"	"141"
"2015"	"971394617"	"Sion Pinsekirke"	"131"
"2016"	"971394617"	"Sion Pinsekirke"	"136"
"2017"	"971394617"	"Sion Pinsekirke"	"135"
"2010"	"971396326"	"Pinsemenigheten Elim"	"38"
"2011"	"971396326"	"Pinsemenigheten Elim"	"37"
"2012"	"971396326"	"Pinsemenigheten Elim"	"33"
"2013"	"971396326"	"Pinsemenigheten Elim"	"30"
"2014"	"971396326"	"Pinsemenigheten Elim"	"27"
"2015"	"971396326"	"Pinsemenigheten Elim"	"29"
"2016"	"971396326"	"Pinsemenigheten Elim"	"29"
"2017"	"971396326"	"Pinsemenigheten Elim"	"28"
"2010"	"971396547"	"Pinsemenigheten Sion"	"50"
"2011"	"971396547"	"Pinsemenigheten Sion"	"48"
"2012"	"971396547"	"Pinsemenigheten Sion"	"46"
"2013"	"971396547"	"Pinsemenigheten Sion"	"46"
"2014"	"971396547"	"Pinsemenigheten Sion"	"46"
"2015"	"971396547"	"Pinsemenigheten Sion"	"42"
"2016"	"971396547"	"Pinsemenigheten Sion"	"42"
"2017"	"971396547"	"Pinsemenigheten Sion"	"43"
"2010"	"971398787"	"Pinsekirken Salem"	"49"
"2011"	"971398787"	"Pinsekirken Salem"	"46"
"2012"	"971398787"	"Pinsekirken Salem"	"45"
"2013"	"971398787"	"Pinsekirken Salem"	"48"
"2014"	"971398787"	"Pinsekirken Salem"	"53"
"2015"	"971398787"	"Pinsekirken Salem"	"54"
"2016"	"971398787"	"Pinsekirken Salem"	"58"
"2017"	"971398787"	"Pinsekirken Salem"	"58"
"2010"	"971402016"	"Pinsekirken Filadelfia Tromsø"	"231"
"2011"	"971402016"	"Pinsekirken Filadelfia Tromsø"	"227"
"2012"	"971402016"	"Pinsekirken Filadelfia Tromsø"	"226"
"2013"	"971402016"	"Pinsekirken Filadelfia Tromsø"	"229"
"2014"	"971402016"	"Pinsekirken Filadelfia Tromsø"	"231"
"2015"	"971402016"	"Pinsekirken Filadelfia Tromsø"	"221"
"2016"	"971402016"	"Pinsekirken Filadelfia Tromsø"	"208"
"2017"	"971402016"	"Pinsekirken Filadelfia Tromsø"	"202"
"2010"	"971402709"	"Ibestad Pinsemenighet"	"28"
"2011"	"971402709"	"Ibestad Pinsemenighet"	"27"
"2012"	"971402709"	"Ibestad Pinsemenighet"	"27"
"2013"	"971402709"	"Ibestad Pinsemenighet"	"25"
"2014"	"971402709"	"Ibestad Pinsemenighet"	"24"
"2015"	"971402709"	"Ibestad Pinsemenighet"	"22"
"2016"	"971402709"	"Ibestad Pinsemenighet"	"22"
"2017"	"971402709"	"Ibestad Pinsemenighet"	"21"
"2010"	"971406216"	"Pinsemenigheten Eben Eser Kautokeino"	"35"
"2011"	"971406216"	"Pinsemenigheten Eben Eser Kautokeino"	"33"
"2012"	"971406216"	"Pinsemenigheten Eben Eser Kautokeino"	"32"
"2013"	"971406216"	"Pinsemenigheten Eben Eser Kautokeino"	"32"
"2014"	"971406216"	"Pinsemenigheten Eben Eser Kautokeino"	"30"
"2015"	"971406216"	"Pinsemenigheten Eben Eser Kautokeino"	"30"
"2016"	"971406216"	"Pinsemenigheten Eben Eser Kautokeino"	"32"
"2017"	"971406216"	"Pinsemenigheten Eben Eser Kautokeino"	"31"
"2010"	"971406801"	"Alta Pinsemenighet"	"259"
"2011"	"971406801"	"Alta Pinsemenighet"	"255"
"2012"	"971406801"	"Alta Pinsemenighet"	"253"
"2013"	"971406801"	"Alta Pinsemenighet"	"252"
"2014"	"971406801"	"Alta Pinsemenighet"	"255"
"2015"	"971406801"	"Alta Pinsemenighet"	"252"
"2016"	"971406801"	"Alta Pinsemenighet"	"245"
"2017"	"971406801"	"Alta Pinsemenighet"	"244"
"2010"	"971409029"	"Smyrna Pinsemenighet"	"42"
"2011"	"971409029"	"Smyrna Pinsemenighet"	"33"
"2012"	"971409029"	"Smyrna Pinsemenighet"	"34"
"2013"	"971409029"	"Smyrna Pinsemenighet"	"34"
"2014"	"971409029"	"Smyrna Pinsemenighet"	"29"
"2015"	"971409029"	"Smyrna Pinsemenighet"	"29"
"2016"	"971409029"	"Smyrna Pinsemenighet"	"28"
"2017"	"971409029"	"Smyrna Pinsemenighet"	"30"
"2010"	"971428074"	"Filadelfia Skiptvet"	"184"
"2011"	"971428074"	"Filadelfia Skiptvet"	"177"
"2012"	"971428074"	"Filadelfia Skiptvet"	"177"
"2013"	"971428074"	"Filadelfia Skiptvet"	"175"
"2014"	"971428074"	"Filadelfia Skiptvet"	"165"
"2015"	"971428074"	"Filadelfia Skiptvet"	"174"
"2016"	"971428074"	"Filadelfia Skiptvet"	"177"
"2017"	"971428074"	"Filadelfia Skiptvet"	"177"
"2010"	"971428287"	"Filadelfia"	"1375"
"2011"	"971428287"	"Filadelfia"	"1405"
"2012"	"971428287"	"Filadelfia"	"1432"
"2013"	"971428287"	"Filadelfia"	"1441"
"2014"	"971428287"	"Filadelfia"	"1447"
"2015"	"971428287"	"Filadelfia"	"1473"
"2016"	"971428287"	"Filadelfia"	"1561"
"2017"	"971428287"	"Filadelfia"	"1613"
"2010"	"971430230"	"Pinsemenigheten Sion"	"342"
"2011"	"971430230"	"Pinsemenigheten Sion"	"340"
"2012"	"971430230"	"Pinsemenigheten Sion"	"326"
"2013"	"971430230"	"Pinsemenigheten Sion"	"319"
"2014"	"971430230"	"Pinsemenigheten Sion"	"311"
"2015"	"971430230"	"Pinsemenigheten Sion"	"305"
"2016"	"971430230"	"Pinsemenigheten Sion"	"301"
"2017"	"971430230"	"Pinsemenigheten Sion"	"301"
"2010"	"971430877"		"—"
"2011"	"971430877"	"Lista Pinsemenighet"	"97"
"2012"	"971430877"	"Lista Pinsemenighet"	"96"
"2013"	"971430877"	"Lista Pinsemenighet"	"105"
"2014"	"971430877"	"Lista Pinsemenighet"	"108"
"2015"	"971430877"	"Lista Pinsemenighet"	"142"
"2016"	"971430877"	"Lista Pinsemenighet"	"139"
"2017"	"971430877"	"Lista Pinsemenighet"	"120"
"2010"	"971430915"	"Filadelfia Moss"	"151"
"2011"	"971430915"	"Filadelfia Moss"	"81"
"2012"	"971430915"	"Filadelfia Moss"	"150"
"2013"	"971430915"	"Filadelfia Moss"	"158"
"2014"	"971430915"	"Filadelfia Moss"	"150"
"2015"	"971430915"	"Filadelfia Moss"	"157"
"2016"	"971430915"	"Filadelfia Moss"	"162"
"2017"	"971430915"	"Filadelfia Moss"	"165"
"2010"	"971431172"	"Røros og Omegn Pinsemenighet"	"28"
"2011"	"971431172"	"Røros og Omegn Pinsemenighet"	"26"
"2012"	"971431172"	"Røros og Omegn Pinsemenighet"	"24"
"2013"	"971431172"	"Røros og Omegn Pinsemenighet"	"21"
"2014"	"971431172"	"Røros og Omegn Pinsemenighet"	"23"
"2015"	"971431172"	"Røros og Omegn Pinsemenighet"	"22"
"2016"	"971431172"	"Røros og Omegn Pinsemenighet"	"24"
"2017"	"971431172"	"Røros Pinsemenighet"	"24"
"2010"	"971431458"	"Betania Den Frie Evangeliske Forsamling"	"155"
"2011"	"971431458"	"Betania Den Frie Evangeliske Forsamling"	"158"
"2012"	"971431458"	"Betania Den Frie Evangeliske Forsamling"	"162"
"2013"	"971431458"	"Betania Den Frie Evangeliske Forsamling"	"166"
"2014"	"971431458"	"Betania Den Frie Evangeliske Forsamling"	"173"
"2015"	"971431458"	"Betania Den Frie Evangeliske Forsamling"	"170"
"2016"	"971431458"	"Betania Den Frie Evangeliske Forsamling"	"176"
"2017"	"971431458"	"Betania Den Frie Evangeliske Forsamling"	"176"
"2010"	"971431466"	"Filadelfiamenigheten"	"572"
"2011"	"971431466"	"Filadelfiamenigheten"	"562"
"2012"	"971431466"	"Filadelfiamenigheten"	"586"
"2013"	"971431466"	"Filadelfiamenigheten"	"593"
"2014"	"971431466"	"Filadelfiamenigheten"	"600"
"2015"	"971431466"	"Filadelfiamenigheten"	"609"
"2016"	"971431466"	"Filadelfiamenigheten"	"617"
"2017"	"971431466"	"Filadelfiamenigheten"	"620"
"2010"	"971432829"	"Kviteseid Pinsemenighet"	"86"
"2011"	"971432829"	"Kviteseid Pinsemenighet"	"86"
"2012"	"971432829"	"Kviteseid Pinsemenighet"	"84"
"2013"	"971432829"	"Kviteseid Pinsemenighet"	"83"
"2014"	"971432829"	"Kviteseid Pinsemenighet"	"82"
"2015"	"971432829"	"Kviteseid Pinsemenighet"	"83"
"2016"	"971432829"	"Kviteseid Pinsemenighet"	"82"
"2017"	"971432829"	"Kviteseid Pinsemenighet"	"85"
"2010"	"971433108"	"Kristi Menighet Betel"	"180"
"2011"	"971433108"	"Kristi Menighet Betel"	"180"
"2012"	"971433108"	"Kristi Menighet Betel"	"179"
"2013"	"971433108"	"Kristi Menighet Betel"	"184"
"2014"	"971433108"	"Kristi Menighet Betel"	"177"
"2015"	"971433108"	"Kristi Menighet Betel"	"172"
"2016"	"971433108"	"Kristi Menighet Betel"	"162"
"2017"	"971433108"	"Kristi Menighet Betel"	"157"
"2010"	"971433116"	"Pinsemenigheten Salen"	"725"
"2011"	"971433116"	"Pinsemenigheten Salen"	"708"
"2012"	"971433116"	"Pinsemenigheten Salen"	"687"
"2013"	"971433116"	"Pinsemenigheten Salen"	"680"
"2014"	"971433116"	"Pinsemenigheten Salen"	"673"
"2015"	"971433116"	"Pinsemenigheten Salen"	"659"
"2016"	"971433116"	"Pinsemenigheten Salen"	"640"
"2017"	"971433116"	"Pinsemenigheten Salen"	"627"
"2010"	"971433833"	"Pinsemenigheten Evangeliesalen Berøa"	"601"
"2011"	"971433833"	"Pinsemenigheten Evangeliesalen Berøa"	"581"
"2012"	"971433833"	"Pinsemenigheten Evangeliesalen Berøa"	"580"
"2013"	"971433833"	"Pinsemenigheten Evangeliesalen Berøa"	"559"
"2014"	"971433833"	"Pinsemenigheten Evangeliesalen Berøa"	"545"
"2015"	"971433833"	"Pinsemenigheten Evangeliesalen Berøa"	"527"
"2016"	"971433833"	"Pinsemenigheten Evangeliesalen Berøa"	"503"
"2017"	"971433833"	"Pinsemenigheten Evangeliesalen Berøa"	"484"
"2010"	"971437308"	"Saron Groruddalen Pinsemenighet"	"67"
"2011"	"971437308"	"Saron Groruddalen Pinsemenighet"	"67"
"2012"	"971437308"	"Saron Groruddalen Pinsemenighet"	"67"
"2013"	"971437308"	"Saron Groruddalen Pinsemenighet"	"66"
"2014"	"971437308"	"Saron Groruddalen Pinsemenighet"	"66"
"2015"	"971437308"	"Saron Groruddalen Pinsemenighet"	"65"
"2016"	"971437308"	"Saron Groruddalen Pinsemenighet"	"64"
"2017"	"971437308"	"Saron Groruddalen Pinsemenighet"	"68"
"2010"	"971438894"	"Sion Pinsemenighet"	"54"
"2011"	"971438894"	"Sion Pinsemenighet"	"54"
"2012"	"971438894"	"Sion Pinsemenighet"	"53"
"2013"	"971438894"	"Sion Pinsemenighet"	"63"
"2014"	"971438894"	"Sion Pinsemenighet"	"63"
"2015"	"971438894"	"Sion Pinsemenighet"	"61"
"2016"	"971438894"	"Sion Pinsemenighet"	"60"
"2017"	"971438894"		"—"
"2010"	"971439203"	"Pinsemenigheten Betel"	"70"
"2011"	"971439203"	"Pinsemenigheten Betel"	"72"
"2012"	"971439203"	"Pinsemenigheten Betel"	"69"
"2013"	"971439203"	"Pinsemenigheten Betel"	"68"
"2014"	"971439203"	"Pinsemenigheten Betel"	"65"
"2015"	"971439203"	"Pinsemenigheten Betel"	"64"
"2016"	"971439203"	"Pinsemenigheten Betel"	"61"
"2017"	"971439203"	"Pinsemenigheten Betel"	"61"
"2010"	"971474521"		"—"
"2011"	"971474521"		"—"
"2012"	"971474521"		"—"
"2013"	"971474521"		"—"
"2014"	"971474521"		"—"
"2015"	"971474521"		"—"
"2016"	"971474521"	"Menigheten Livets Vann"	"58"
"2017"	"971474521"	"Menigheten Livets Vann"	"63"
"2010"	"971475234"	"Pinsemenigheten Betel, Trondheim"	"1144"
"2011"	"971475234"	"Pinsemenigheten Betel, Trondheim"	"1113"
"2012"	"971475234"	"Pinsemenigheten Betel, Trondheim"	"1081"
"2013"	"971475234"	"Pinsemenigheten Betel, Trondheim"	"1078"
"2014"	"971475234"	"Pinsemenigheten Betel, Trondheim"	"1062"
"2015"	"971475234"	"Pinsemenigheten Betel, Trondheim"	"1042"
"2016"	"971475234"	"Pinsemenigheten Betel, Trondheim"	"1052"
"2017"	"971475234"	"Pinsemenigheten Betel, Trondheim"	"995"
"2010"	"971482478"	"Filadelfiamenigheten"	"572"
"2011"	"971482478"	"Filadelfiamenigheten"	"588"
"2012"	"971482478"	"Filadelfiamenigheten"	"614"
"2013"	"971482478"	"Filadelfiamenigheten"	"634"
"2014"	"971482478"	"Filadelfiamenigheten"	"637"
"2015"	"971482478"	"Filadelfiamenigheten"	"629"
"2016"	"971482478"	"Filadelfiamenigheten"	"625"
"2017"	"971482478"	"Filadelfiamenigheten"	"609"
"2010"	"971490853"	"Evangeliekirken"	"108"
"2011"	"971490853"	"Evangeliekirken"	"103"
"2012"	"971490853"	"Evangeliekirken"	"101"
"2013"	"971490853"	"Evangeliekirken"	"91"
"2014"	"971490853"	"Evangeliekirken"	"91"
"2015"	"971490853"	"Evangeliekirken"	"55"
"2016"	"971490853"	"Evangeliekirken"	"55"
"2017"	"971490853"	"Evangeliekirken"	"52"
"2010"	"971490861"	"Menigheten Håbet"	"243"
"2011"	"971490861"	"Menigheten Håbet"	"242"
"2012"	"971490861"	"Menigheten Håbet"	"238"
"2013"	"971490861"	"Pinsekirken Håpet"	"238"
"2014"	"971490861"	"Pinsekirken Håpet"	"238"
"2015"	"971490861"	"Pinsekirken Håpet"	"246"
"2016"	"971490861"	"Pinsekirken Håpet"	"246"
"2017"	"971490861"	"Pinsekirken Håpet"	"248"
"2010"	"971490888"	"Islamic Preaching Institute"	"809"
"2011"	"971490888"	"Islamic Preaching Institute"	"875"
"2012"	"971490888"	"Islamic Center og Aktivitetshus Oslo"	"1015"
"2013"	"971490888"	"Islamic Center og Aktivitetshus Oslo"	"1105"
"2014"	"971490888"	"Islamic Center og Aktivitetshus Oslo"	"1155"
"2015"	"971490888"	"Islamic Center og Aktivitetshus Oslo"	"1216"
"2016"	"971490888"	"Islamic Center og Aktivitetshus Oslo"	"1221"
"2017"	"971490888"	"Islamic Center og Aktivitetshus Oslo"	"1266"
"2010"	"971490896"	"Central Jam-E-Mosque World Islamic Mission Norway"	"4703"
"2011"	"971490896"	"Central Jam-E-Mosque World Islamic Mission Norway"	"4661"
"2012"	"971490896"	"Central Jam-E-Mosque World Islamic Mission Norway"	"4821"
"2013"	"971490896"	"Central Jam-E-Mosque World Islamic Mission Norway"	"4720"
"2014"	"971490896"	"Central Jam-E-Mosque World Islamic Mission Norway"	"4750"
"2015"	"971490896"	"Central Jam-E-Mosque World Islamic Mission Norway"	"4661"
"2016"	"971490896"	"Central Jam-E-Mosque World Islamic Mission Norway"	"4787"
"2017"	"971490896"	"Central Jam-E-Mosque World Islamic Mission Norway"	"4739"
"2010"	"971490926"	"Det Alm Lutherske Samfund"	"63"
"2011"	"971490926"	"Det Alm Lutherske Samfund"	"60"
"2012"	"971490926"	"Det Alm Lutherske Samfund"	"60"
"2013"	"971490926"	"Det Alm Lutherske Samfund"	"56"
"2014"	"971490926"	"Det Alm Lutherske Samfund"	"53"
"2015"	"971490926"	"Det Alm Lutherske Samfund"	"53"
"2016"	"971490926"	"Det Alm Lutherske Samfund"	"52"
"2017"	"971490926"	"Det Alm Lutherske Samfund"	"50"
"2010"	"971490934"	"Det Almindelige Samfund"	"247"
"2011"	"971490934"	"Det Almindelige Samfund"	"252"
"2012"	"971490934"	"Det Almindelige Samfund"	"249"
"2013"	"971490934"	"Det Almindelige Samfund"	"251"
"2014"	"971490934"	"Det Almindelige Samfund"	"251"
"2015"	"971490934"	"Det Almindelige Samfund"	"252"
"2016"	"971490934"	"Det Almindelige Samfund"	"246"
"2017"	"971490934"	"Det Almindelige Samfund"	"248"
"2010"	"971490942"	"The Muslim Association Rogaland"	"750"
"2011"	"971490942"	"The Muslim Association Rogaland"	"718"
"2012"	"971490942"	"The Muslim Association Rogaland"	"732"
"2013"	"971490942"	"The Muslim Association Rogaland"	"733"
"2014"	"971490942"	"The Muslim Association Rogaland"	"692"
"2015"	"971490942"	"The Muslim Association Rogaland"	"707"
"2016"	"971490942"	"The Muslim Association Rogaland"	"720"
"2017"	"971490942"	"The Muslim Association Rogaland"	"632"
"2010"	"971491000"	"Pinsekirken Nesodden"	"180"
"2011"	"971491000"	"Pinsekirken Nesodden"	"185"
"2012"	"971491000"	"Pinsekirken Nesodden"	"189"
"2013"	"971491000"	"Pinsekirken Nesodden"	"179"
"2014"	"971491000"	"Pinsekirken Nesodden"	"177"
"2015"	"971491000"	"Pinsekirken Nesodden"	"177"
"2016"	"971491000"	"Pinsekirken Nesodden"	"177"
"2017"	"971491000"	"Pinsekirken Nesodden"	"175"
"2010"	"971491027"	"Pinsekirken Kolbotn"	"168"
"2011"	"971491027"	"Pinsekirken Kolbotn"	"175"
"2012"	"971491027"	"Pinsekirken Kolbotn"	"172"
"2013"	"971491027"	"Pinsekirken Kolbotn"	"175"
"2014"	"971491027"	"Pinsekirken Kolbotn"	"181"
"2015"	"971491027"	"Pinsekirken Kolbotn"	"172"
"2016"	"971491027"	"Pinsekirken Kolbotn"	"171"
"2017"	"971491027"	"Pinsekirken Kolbotn"	"176"
"2010"	"971491035"	"Sentrum Kirken"	"256"
"2011"	"971491035"	"Sentrum Kirken"	"261"
"2012"	"971491035"	"Sentrum Kirken"	"274"
"2013"	"971491035"	"Sentrum Kirken"	"277"
"2014"	"971491035"	"Sentrum Kirken"	"259"
"2015"	"971491035"	"Sentrum Kirken"	"265"
"2016"	"971491035"	"Sentrum Kirken"	"267"
"2017"	"971491035"	"Sentrum Kirken"	"268"
"2010"	"971491043"	"Filadelfia Menigheten"	"284"
"2011"	"971491043"	"Filadelfia Menigheten"	"288"
"2012"	"971491043"	"Filadelfia Menigheten"	"283"
"2013"	"971491043"	"Filadelfia Menigheten"	"286"
"2014"	"971491043"	"Filadelfia Menigheten"	"287"
"2015"	"971491043"	"Filadelfia Menigheten"	"289"
"2016"	"971491043"	"Filadelfia Menigheten"	"303"
"2017"	"971491043"	"Filadelfia Menigheten"	"329"
"2010"	"971491124"	"Filadelfia-Menigheten"	"1047"
"2011"	"971491124"	"Filadelfia-Menigheten"	"1042"
"2012"	"971491124"	"Filadelfia-Menigheten"	"1025"
"2013"	"971491124"	"Filadelfia-Menigheten"	"1013"
"2014"	"971491124"	"Filadelfia-Menigheten"	"986"
"2015"	"971491124"	"Filadelfiakirken Drammen"	"1013"
"2016"	"971491124"	"Filadelfiakirken Drammen"	"1001"
"2017"	"971491124"	"Filadelfiakirken Drammen"	"1002"
"2010"	"971491132"	"Menigheten i Betel Nøtterøy"	"176"
"2011"	"971491132"	"Menigheten i Betel Nøtterøy"	"172"
"2012"	"971491132"	"Menigheten i Betel Nøtterøy"	"172"
"2013"	"971491132"	"Menigheten i Betel Nøtterøy"	"167"
"2014"	"971491132"	"Menigheten i Betel Nøtterøy"	"170"
"2015"	"971491132"	"Menigheten i Betel Nøtterøy"	"172"
"2016"	"971491132"	"Menigheten i Betel Nøtterøy"	"177"
"2017"	"971491132"	"Menigheten i Betel Nøtterøy"	"166"
"2010"	"971491140"	"Betania Pinsemenighet"	"288"
"2011"	"971491140"	"Betania Pinsemenighet"	"280"
"2012"	"971491140"	"Betania Pinsemenighet"	"278"
"2013"	"971491140"	"Betania Pinsemenighet"	"273"
"2014"	"971491140"	"Betania Pinsemenighet"	"281"
"2015"	"971491140"	"Betania Pinsemenighet"	"277"
"2016"	"971491140"	"Betania Pinsemenighet"	"274"
"2017"	"971491140"	"Pinsemenigheten Betania"	"267"
"2010"	"971491159"	"Pinsemenigheten Salem"	"601"
"2011"	"971491159"	"Pinsemenigheten Salem"	"594"
"2012"	"971491159"	"Pinsemenigheten Salem"	"599"
"2013"	"971491159"	"Pinsemenigheten Salem"	"589"
"2014"	"971491159"	"Pinsemenigheten Salem"	"598"
"2015"	"971491159"	"Pinsemenigheten Salem"	"609"
"2016"	"971491159"	"Pinsemenigheten Salem"	"620"
"2017"	"971491159"	"Pinsemenigheten Salem"	"619"
"2010"	"971491167"	"Pinsemenigheten Elim"	"199"
"2011"	"971491167"	"Pinsemenigheten Elim"	"200"
"2012"	"971491167"	"Pinsemenigheten Elim"	"193"
"2013"	"971491167"	"Pinsemenigheten Elim"	"198"
"2014"	"971491167"	"Pinsemenigheten Elim"	"192"
"2015"	"971491167"	"Pinsemenigheten Elim"	"188"
"2016"	"971491167"	"Pinsemenigheten Elim"	"183"
"2017"	"971491167"	"Pinsemenigheten Elim"	"175"
"2010"	"971491175"	"Notodden Pinsemenighet Betania"	"302"
"2011"	"971491175"	"Pinsekirken Betania"	"300"
"2012"	"971491175"	"Pinsekirken Betania"	"298"
"2013"	"971491175"	"Pinsekirken Betania"	"291"
"2014"	"971491175"	"Pinsekirken Betania"	"293"
"2015"	"971491175"	"Pinsekirken Betania"	"276"
"2016"	"971491175"	"Pinsekirken Betania"	"269"
"2017"	"971491175"	"Pinsekirken Betania"	"269"
"2010"	"971491183"	"Betesda Pinsemenighet"	"259"
"2011"	"971491183"	"Betesda Pinsemenighet"	"260"
"2012"	"971491183"	"Betesda Pinsemenighet"	"278"
"2013"	"971491183"	"Betesda Pinsemenighet"	"278"
"2014"	"971491183"	"Betesda Pinsemenighet"	"282"
"2015"	"971491183"	"Betesda Pinsemenighet"	"279"
"2016"	"971491183"	"Betesda Pinsemenighet"	"281"
"2017"	"971491183"	"Betesda Pinsemenighet"	"284"
"2010"	"971491191"	"Pinsemenigheten Evangeliehuset"	"919"
"2011"	"971491191"	"Pinsemenigheten Evangeliehuset"	"888"
"2012"	"971491191"	"Pinsemenigheten Evangeliehuset"	"839"
"2013"	"971491191"	"Pinsemenigheten Evangeliehuset"	"801"
"2014"	"971491191"	"Pinsemenigheten Evangeliehuset"	"768"
"2015"	"971491191"	"Pinsemenigheten Evangeliehuset"	"743"
"2016"	"971491191"	"Pinsemenigheten Evangeliehuset"	"728"
"2017"	"971491191"	"Pinsemenigheten Evangeliehuset"	"713"
"2010"	"971491205"	"Pinsekirken Tabernaklet Skien"	"749"
"2011"	"971491205"	"Pinsekirken Tabernaklet Skien"	"789"
"2012"	"971491205"	"Pinsekirken Tabernaklet Skien"	"775"
"2013"	"971491205"	"Pinsekirken Tabernaklet Skien"	"785"
"2014"	"971491205"	"Pinsekirken Tabernaklet Skien"	"891"
"2015"	"971491205"	"Pinsekirken Tabernaklet Skien"	"869"
"2016"	"971491205"	"Pinsekirken Tabernaklet Skien"	"859"
"2017"	"971491205"	"Pinsekirken Tabernaklet Skien"	"837"
"2010"	"971491213"	"Filadelfiamenigheten"	"204"
"2011"	"971491213"	"Filadelfiamenigheten"	"209"
"2012"	"971491213"	"Filadelfiamenigheten"	"204"
"2013"	"971491213"	"Filadelfiamenigheten"	"201"
"2014"	"971491213"	"Filadelfiamenigheten"	"195"
"2015"	"971491213"	"Filadelfiamenigheten"	"187"
"2016"	"971491213"	"Pinsekirken Filadelfia"	"178"
"2017"	"971491213"	"Pinsekirken Filadelfia"	"177"
"2010"	"971491248"	"Pinsemenigheten Betania"	"482"
"2011"	"971491248"	"Pinsemenigheten Betania"	"493"
"2012"	"971491248"	"Pinsemenigheten Betania"	"507"
"2013"	"971491248"	"Pinsemenigheten Betania"	"507"
"2014"	"971491248"	"Pinsemenigheten Betania"	"510"
"2015"	"971491248"	"Pinsemenigheten Betania"	"530"
"2016"	"971491248"	"Pinsemenigheten Betania"	"538"
"2017"	"971491248"	"Pinsemenigheten Betania"	"534"
"2010"	"971491256"	"Pinsemenigheten Tabernaklet"	"394"
"2011"	"971491256"	"Pinsemenigheten Tabernaklet"	"391"
"2012"	"971491256"	"Pinsemenigheten Tabernaklet"	"386"
"2013"	"971491256"	"Pinsemenigheten Tabernaklet"	"467"
"2014"	"971491256"	"Pinsemenigheten Tabernaklet"	"468"
"2015"	"971491256"	"Pinsemenigheten Tabernaklet"	"466"
"2016"	"971491256"	"Pinsemenigheten Tabernaklet"	"461"
"2017"	"971491256"	"Pinsemenigheten Tabernaklet"	"514"
"2010"	"971491264"	"Strand Pinsemenighet Klippen"	"377"
